A,G,GP,PIM,Pts,draft_num,draft_team,junior_team,name,pos,round_num
0,0,0,0,0,62,Nashville,Kelowna Rockets [WHL],Justin Kirkland,L,3
0,0,9,2,0,63,Detroit,Portland Winterhawks [WHL],Dominic Turgeon,C,3
0,0,0,0,0,64,Calgary,Spruce Grove Saints [AJHL],Brandon Hickey,D,3
6,0,40,6,6,65,Florida,Assat (Finland Jrs.),Juho Lammikko,R,3
8,3,79,74,11,66,Vancouver,Yekaterinburg Automobilist [KHL],Nikita Tryamkin,D,3
6,12,79,20,18,67,Carolina,St. Andrews (Ont. H.S.),Warren Foegele,L,3
0,0,12,2,0,68,Toronto,Kootenay Ice [WHL],Rinat Valiev,D,3
0,0,0,0,0,69,Winnipeg,U.S. National Under-18 Team [USHL],Jack Glover,D,3
0,0,0,0,0,70,Ottawa,Rivers Academy (Mass. H.S.),Miles Gendron,D,3
0,0,0,0,0,71,New Jersey,Plymouth Whalers [OHL],Connor Chatham,R,3
0,0,0,0,0,72,San Jose,Portland Winterhawks [WHL],Alex Schoenborn,R,3
1,0,21,6,1,73,Montreal,Swift Current Broncos [WHL],Brett Lernout,D,3
0,0,0,0,0,74,Buffalo,Swift Current Broncos [WHL],Brycen Martin,D,3
0,0,0,0,0,75,Dallas,Plymouth Whalers [OHL],Alex Peters,D,3
0,0,0,0,0,76,Columbus,Lugano [Swiss-A],Elvis Merzlikins,G,3
0,0,0,0,0,77,Columbus,Niagara IceDogs [OHL],Blake Siebenaler,D,3
0,0,0,0,0,78,NY Islanders,Novokuznetsk Metallurg [KHL],Ilya Sorokin,G,3
107,91,229,66,198,79,Tampa Bay,Moose Jaw Warriors [WHL],Brayden Point,C,3
2,0,3,0,2,80,Minnesota,U.S. National Under-18 Team [USHL],Louis Belpedio,D,3
0,0,0,0,0,81,San Jose,Saginaw Spirit [OHL],Dylan Sadowy,L,3
0,0,0,0,0,82,St. Louis,Toronto Jr. Canadiens [OJHL],Jake Walman,D,3
0,0,0,0,0,83,Chicago,Muskegon Lumberjacks [USHL],Matteson Iacopelli,F,3
0,0,0,0,0,84,Colorado,North Bay Battalion [OHL],Kyle Wood,D,3
0,0,0,0,0,85,NY Rangers,Portland Winterhawks [WHL],Keegan Iverson,C,3
0,0,1,0,0,86,Philadelphia,Waterloo Black Hawks [USHL],Mark Friedman,D,3
0,0,0,0,0,87,Arizona,Frolunda (Sweden Jrs.),Anton Karlsson,L,3
0,0,0,0,0,88,Chicago,South Shore Kings [USPHL-Pr],Beau Starrett,F,3
1,1,12,8,2,89,Washington,Hershey Bears [AHL],Nathan Walker,L,3
11,10,80,14,21,90,Los Angeles,North Bay Battalion [OHL],Mike Amadio,C,3
0,0,0,0,0,91,Edmonton,Frolunda (Sweden Jrs.),William Lagesson,D,4
0,0,0,0,0,92,Florida,U.S. National Under-18 Team [USHL],Joe Wegwerth,L,4
0,0,0,0,0,93,Colorado,Kitchener Rangers [OHL],Nick Magyar,R,4
0,0,0,0,0,94,St. Louis,HIFK Helsinki [SM-liiga],Ville Husso,G,4
0,0,0,0,0,95,NY Islanders,Djurgarden (Sweden Jrs.),Linus Soderstrom,G,4
0,0,0,0,0,96,Carolina,Plymouth Whalers [OHL],Josh Wesley,D,4
20,11,100,40,31,97,Carolina,Lulea HF [SweHL],Lucas Wallmark,C,4
0,0,0,0,0,98,Chicago,Chicago Steel [USHL],Fredrik Olofsson,F,4
0,0,3,0,0,99,Winnipeg,Portland Winterhawks [WHL],Chase De Leo,C,4
0,0,0,0,0,100,Ottawa,Dubuque Fighting Saints [USHL],Shane Eiserman,F,4
0,0,11,5,0,101,Winnipeg,Saskatoon Blades [WHL],Nelson Nogier,D,4
0,0,0,0,0,102,San Jose,Baie-Comeau Drakkar [QMJHL],Alexis Vanier,D,4
0,0,0,0,0,103,Toronto,Youngstown Phantoms [USHL],J.J. Piccinich,R,4
0,0,0,0,0,104,NY Rangers,Indiana Ice [USHL],Ryan Mantha,D,4
0,0,0,0,0,105,Dallas,Toronto Lakeshore Patriots [OJHL],Michael Prapavessis,D,4
6,3,60,6,9,106,Detroit,Frolunda (Sweden Jrs.),Christoffer Ehn,C,4
0,0,0,0,0,107,Columbus,Cape Breton Screaming Eagles [QMJHL],Julien Pelletier,L,4
13,5,48,4,18,108,NY Islanders,Quinnipiac University [ECAC],Devon Toews,D,4
0,0,0,0,0,109,Minnesota,Blues (Finland Jrs.),Kaapo Kahkonen,G,4
0,0,0,0,0,110,St. Louis,Tri-City Storm [USHL],Austin Poganski,F,4
0,0,0,0,0,111,Edmonton,U. of Michigan [Big-10],Zach Nagelvoort,G,4
84,102,278,125,186,112,Nashville,Skelleftea AIK [SweHL],Viktor Arvidsson,R,4
0,0,0,0,0,113,Pittsburgh,Deerfield Academy (Mass. H.S.),Sam Lafferty,R,4
0,0,0,0,0,114,Colorado,Gatineau Olympiques [QMJHL],Alexis Pepin,L,4
0,0,0,0,0,115,Dallas,Niagara IceDogs [OHL],Brent Moran,G,4
54,27,162,34,81,116,Boston,Surrey Eagles [BCHL],Danton Heinen,C,4
0,1,5,2,1,117,Arizona,Soo Greyhounds [OHL],Michael Bunting,L,4
0,0,0,0,0,118,NY Rangers,Spartak (Russia Jrs.),Igor Shestyorkin,G,4
0,0,0,0,0,119,Tampa Bay,Calgary Hitmen [WHL],Ben Thomas,D,4
0,0,0,0,0,120,Los Angeles,Omaha Lancers [USHL],Steven Johnson,D,4
0,0,0,0,0,121,Buffalo,Williston-Northampton (Mass. H.S.),Max Willman,L,5
0,0,0,0,0,122,NY Rangers,Brandon Wheat Kings [WHL],Richard Nejezchleb,R,5
0,0,0,0,0,123,Anaheim,Ashwaubenon (Wisc. H.S.),Matthew Berkovitz,D,5
0,0,0,0,0,124,St. Louis,Kootenay Ice [WHL],Jaedon Descheneau,R,5
0,0,0,0,0,125,Montreal,Olds Grizzlys [AJHL],Nikolas Koberstein,D,5
19,8,122,42,27,126,Vancouver,Linkoping (Sweden Jrs.),Gustav Forsling,D,5
2,1,20,6,3,127,Carolina,Cape Breton Screaming Eagles [QMJHL],Clark Bishop,C,5
0,0,0,0,0,128,Toronto,Sioux Falls Stampede [USHL],Dakota Joshua,F,5
0,0,0,0,0,129,Winnipeg,Sioux Falls Stampede [USHL],C.J. Suess,F,5
0,0,0,0,0,130,Edmonton,Vernon Vipers [BCHL],Liam Coughlin,F,5
0,0,0,0,0,131,New Jersey,Kamloops Blazers [WHL],Ryan Rehill,D,5
0,0,0,0,0,132,Nashville,KalPa Kuopio [SM-liiga],Joonas Lyytinen,D,5
0,0,0,0,0,133,Arizona,Edmonton Oil Kings [WHL],Dysin Mayo,D,5
1,0,3,0,1,134,Washington,U.S. National Under-18 Team [USHL],Shane Gersich,L,5
0,0,0,0,0,135,Dallas,Jokerit (Finland Jrs.),Miro Karjalainen,D,5
0,0,0,0,0,136,Detroit,Wenatchee Wild [NAHL],Chase Perry,G,5
0,0,0,0,0,137,Columbus,Kimball Union (N.H. H.S.),Tyler Bird,R,5
20,19,104,28,39,138,Philadelphia,Brynas (Sweden Jrs.),Oskar Lindblom,L,5
0,0,0,0,0,139,Minnesota,Kootenay Ice [WHL],Tanner Faith,D,5
0,0,0,0,0,140,NY Rangers,Blainville-Boisbriand Armada [QMJHL],Daniel Walcott,D,5
0,0,0,0,0,141,Chicago,Eden Prairie (Wisc. H.S.),Luc Snuggerud,D,5
0,0,0,0,0,142,NY Rangers,Edina (Minn. H.S.),Tyler Nanne,F,5
0,0,0,0,0,143,Florida,Edina (Minn. H.S.),Miguel Fidler,L,5
4,0,62,16,4,144,Colorado,Skelleftea (Sweden Jrs.),Anton Lindholm,D,5
0,0,0,0,0,145,Pittsburgh,Omaha Lancers [USHL],Anthony Angello,C,5
10,5,50,8,15,146,Boston,U.S. National Under-18 Team [USHL],Anders Bjork,L,5
0,0,0,0,0,147,Montreal,Sherbrooke Phoenix [QMJHL],Daniel Audette,C,5
0,0,0,0,0,148,Chicago,Skelleftea (Sweden Jrs.),Andreas Soderberg,D,5
0,1,13,2,1,149,San Jose,Kelowna Rockets [WHL],Rourke Chartier,C,5
0,0,0,0,0,150,Los Angeles,Victoria Grizzlies [BCHL],Alec Dillon,G,5
0,0,0,0,0,151,Buffalo,Cranbrook Kingston (Mich. H.S.),Christopher Brown,F,6
0,0,0,0,0,152,New Jersey,Kimball Union (N.H. H.S.),J.D. Dudek,F,6
0,0,0,0,0,153,Edmonton,Omaha Lancers [USHL],Tyler Vesel,R,6
0,0,0,0,0,154,Dallas,Niagara IceDogs [OHL],Aaron Haydon,D,6
0,0,0,0,0,155,NY Islanders,Ferris State University [WCHA],Kyle Schempp,F,6
0,0,0,0,0,156,Vancouver,Erie Otters [OHL],Kyle Pettit,C,6
0,0,0,0,0,157,Los Angeles,Belleville Bulls [OHL],Jake Marchment,C,6
0,0,0,0,0,158,Toronto,South Shore Kings [USPHL-Pr],Nolan Vesey,F,6
0,0,0,0,0,159,Washington,Omaha Lancers [USHL],Steven Spinner,F,6
0,0,0,0,0,160,Minnesota,Ostersunds (Sweden Jrs.),Pontus Sjalin,D,6
0,0,0,0,0,161,New Jersey,Edmonton Oil Kings [WHL],Brandon Baddock,C,6
0,0,0,0,0,162,Nashville,Edmonton Oil Kings [WHL],Aaron Irving,D,6
0,0,0,0,0,163,Arizona,Brynas (Sweden Jrs.),David Westlund,D,6
0,0,0,0,0,164,Winnipeg,Yaroslavl (Russia Jrs.),Pavel Kraskovsky,F,6
0,0,0,0,0,165,Dallas,Frolunda (Sweden Jrs.),John Nyberg,D,6
0,0,0,0,0,166,Detroit,TPS (Finland Jrs.),Julius Vahatalo,F,6
0,0,0,0,0,167,Minnesota,Calgary Hitmen [WHL],Chase Lang,R,6
0,0,0,0,0,168,Philadelphia,Calgary Hitmen [WHL],Radel Fazleev,C,6
0,0,0,0,0,169,Minnesota,Lethbridge Hurricanes [WHL],Reid Duke,C,6
0,0,0,0,0,170,Tampa Bay,Windsor Spitfires [OHL],Cristiano DiGiacinto,L,6
80,36,214,90,116,171,San Jose,Barrie Colts [OHL],Kevin Labanc,R,6
0,0,0,0,0,172,St. Louis,London Knights [OHL],Chandler Yakimowicz,R,6
0,0,0,0,0,173,Pittsburgh,Owen Sound Attack [OHL],Jaden Lindo,R,6
0,0,0,0,0,174,Colorado,Slovakia U18 (Slovakia Jrs.),Maximilian Pajpach,G,6
0,0,0,0,0,175,Calgary,Djurgardens (Sweden Jrs.),Adam Ollas-Mattsson,D,6
4,3,43,12,7,176,St. Louis,Victoriaville Tigres [QMJHL],Sammy Blais,L,6
0,0,0,0,0,177,Montreal,Omaha Lancers [USHL],Hayden Hawkey,G,6
11,0,38,0,11,178,Chicago,Aurora Tigers [OJHL],Dylan Sikura,R,6
0,0,0,0,0,179,Chicago,SKA St. Petersburg (Russia Jrs.),Ivan Nalimov,G,6
0,0,0,0,0,180,Los Angeles,Plymouth Whalers [OHL],Matthew Mistele,L,6
2,2,6,2,4,181,Buffalo,MODO (Sweden Jrs.),Victor Olofsson,L,7
0,0,0,0,0,182,Florida,Frolunda (Sweden Jrs.),Hugo Fagerblom,G,7
0,0,0,0,0,183,Edmonton,Val d'Or Foreurs [QMJHL],Keven Bouchard,G,7
0,0,0,0,0,184,Calgary,Victoria Royals [WHL],Austin Carroll,R,7
0,0,0,0,0,185,Tampa Bay,Cape Breton Screaming Eagles [QMJHL],Cameron Darcy,C,7
0,0,0,0,0,186,Vancouver,Prince Albert Raiders [WHL],Mackenze Stewart,D,7
0,0,0,0,0,187,Carolina,Soo Greyhounds [OHL],Kyle Jenkins,D,7
0,0,0,0,0,188,Toronto,Frolunda (Sweden Jrs.),Pierre Engvall,L,7
0,0,0,0,0,189,Ottawa,Carleton Place Canadians [CCHL],Kelly Summers,D,7
0,0,0,0,0,190,Ottawa,Rouyn-Noranda Huskies [QMJHL],Francis Perron,L,7
0,0,0,0,0,191,Arizona,U.S. National Under-18 Team [USHL],Jared Fiegl,F,7
0,0,0,0,0,192,Winnipeg,Langley Rivermen [BCHL],Matt Ustaski,F,7
0,0,0,0,0,193,Arizona,Edmonton Oil Kings [WHL],Edgars Kulda,L,7
0,0,0,0,0,194,Washington,Frolunda (Sweden Jrs.),Kevin Elgestal,F,7
0,0,0,0,0,195,Dallas,Windsor Spitfires [OHL],Patrick Sanvido,D,7
0,0,0,0,0,196,Detroit,Skelleftea (Sweden Jrs.),Axel Holmstrom,F,7
0,0,0,0,0,197,Columbus,Saint John Sea Dogs [QMJHL],Olivier Leblanc,D,7
0,0,0,0,0,198,Philadelphia,Linkopings HC [SweHL],Jesper Pettersson,D,7
0,0,0,0,0,199,Minnesota,Brno Kometa [Czech],Pavel Jenys,R,7
0,0,0,0,0,200,NY Islanders,Red Deer Rebels [WHL],Lukas Sutter,C,7
0,0,0,0,0,201,Detroit,Moscow Oblast Atlant [KHL],Alexander Kadeykin,F,7
0,0,0,0,0,202,St. Louis,Indiana Ice [USHL],Dwyer Tschantz,F,7
0,0,0,0,0,203,Pittsburgh,Union College [ECAC],Jeff Taylor,D,7
0,0,0,0,0,204,Colorado,Rouyn-Noranda Huskies [QMJHL],Julien Nantel,L,7
37,36,149,34,73,205,Anaheim,Chomutov Pirati [Czech],Ondrej Kase,R,7
0,0,0,0,0,206,Boston,HV71 (Sweden Jrs.),Emil Johansson,D,7
0,0,0,0,0,207,Montreal,St. Michael's Buzzers [OJHL],Jake Evans,F,7
0,0,0,0,0,208,Chicago,Penticton Vees [BCHL],Jack Ramsey,F,7
0,0,0,0,0,209,Los Angeles,Kingston Frontenacs [OHL],Spencer Watson,R,7
1,0,3,2,1,210,Los Angeles,Ottawa 67's [OHL],Jacob Middleton,D,7
247,155,456,185,402,1,Colorado,Halifax Mooseheads [QMJHL],Nathan MacKinnon,C,1
210,135,413,66,345,2,Florida,Tappara Tampere [SM-liiga],Aleksander Barkov,C,1
134,60,322,110,194,3,Tampa Bay,Halifax Mooseheads [QMJHL],Jonathan Drouin,L,1
174,54,468,148,228,4,Nashville,Portland Winterhawks [WHL],Seth Jones,D,1
175,91,455,96,266,5,Carolina,Brynas IF Gavle [SEL],Elias Lindholm,C,1
191,172,471,94,363,6,Calgary,Ottawa 67's [OHL],Sean Monahan,C,1
64,24,279,247,88,7,Edmonton,Soo Greyhounds [OHL],Darnell Nurse,D,1
158,36,424,209,194,8,Buffalo,TPS Turku [SM-liiga],Rasmus Ristolainen,D,1
124,98,377,104,222,9,Vancouver,London Knights [OHL],Bo Horvat,C,1
51,23,223,22,74,10,Dallas,Chelyabinsk Traktor [KHL],Valeri Nichushkin,R,1
0,0,8,8,0,11,Philadelphia,Rimouski Oceanic [QMJHL],Samuel Morin,D,1
143,64,304,265,207,12,Phoenix,London Knights [OHL],Max Domi,C,1
58,19,223,99,77,13,Winnipeg,Prince Albert Raiders [WHL],Josh Morrissey,D,1
144,35,358,69,179,14,Columbus,Djurgardens IF Stockholm [Swe-1],Alexander Wennberg,C,1
52,21,166,41,73,15,NY Islanders,Brandon Wheat Kings [WHL],Ryan Pulock,D,1
44,18,292,318,62,16,Buffalo,London Knights [OHL],Nikita Zadorov,D,1
36,15,246,59,51,17,Ottawa,Edmonton Oil Kings [WHL],Curtis Lazar,C,1
18,3,135,38,21,18,San Jose,Everett Silvertips [WHL],Mirco Mueller,D,1
11,3,43,19,14,19,Columbus,Windsor Spitfires [OHL],Kerby Rychel,L,1
67,68,217,137,135,20,Detroit,Val d'Or Foreurs [QMJHL],Anthony Mantha,R,1
13,6,107,35,19,21,Toronto,Rimouski Oceanic [QMJHL],Frederik Gauthier,C,1
1,0,8,2,1,22,Calgary,Gatineau Olympiques [QMJHL],Emile Poirier,L,1
83,62,328,77,145,23,Washington,Malmo Redhawks [Swe-1],Andre Burakovsky,L,1
2,2,15,4,4,24,Vancouver,Medicine Hat Tigers [WHL],Hunter Shinkaruk,L,1
6,2,69,110,8,25,Montreal,U.S. National Development Team [USHL],Michael McCarron,R,1
60,23,193,64,83,26,Anaheim,Seattle Thunderbirds [WHL],Shea Theodore,D,1
26,19,138,47,45,27,Columbus,Bratislava Slovan [KHL],Marko Dano,C,1
0,0,1,0,0,28,Calgary,Regina Pats [WHL],Morgan Klimchuk,L,1
18,9,105,40,27,29,Dallas,Guelph Storm [OHL],Jason Dickinson,C,1
47,42,245,218,89,30,Chicago,Plymouth Whalers [OHL],Ryan Hartman,R,1
3,4,60,33,7,31,Florida,Waterloo Black Hawks [USHL],Ian McCoshen,D,2
3,1,46,18,4,32,Colorado,Owen Sound Attack [OHL],Chris Bigras,D,2
14,13,114,62,27,33,Tampa Bay,Quebec Remparts [QMJHL],Adam Erne,L,2
17,11,179,67,28,34,Montreal,Leksands IF [Swe-1],Jacob De La Rose,C,2
28,32,156,55,60,35,Buffalo,U.S. National Development Team [USHL],JT Compher,L,2
0,0,0,0,0,36,Montreal,Halifax Mooseheads [QMJHL],Zachary Fucale,G,2
7,6,40,4,13,37,Los Angeles,Baie-Comeau Drakkar [QMJHL],Valentin Zykov,R,2
0,0,0,0,0,38,Buffalo,Edina (Minn. H.S.),Connor Hurley,C,2
1,3,35,18,4,39,Phoenix,Chicoutimi Sagueneens [QMJHL],Laurent Dauphin,C,2
15,7,106,28,22,40,Dallas,London Knights [OHL],Remi Elie,L,2
21,8,153,95,29,41,Philadelphia,Modo Jrs. (Sweden),Robert Hagg,D,2
16,5,114,53,21,42,New Jersey,U.S. National Development Team [USHL],Steven Santini,D,2
18,6,113,30,24,43,Winnipeg,Portland Winterhawks [WHL],Nicolas Petan,C,2
2,0,29,4,2,44,Pittsburgh,Edmonton Oil Kings [WHL],Tristan Jarry,G,2
1,0,5,2,1,45,Anaheim,Quebec Remparts [QMJHL],Nick Sorensen,R,2
11,0,56,16,11,46,Minnesota,Green Bay Gamblers [USHL],Gustav Olofsson,D,2
0,0,0,0,0,47,St. Louis,Minnetonka (Minn. H.S.),Tommy Vannelli,D,2
0,0,0,0,0,48,Detroit,Owen Sound Attack [OHL],Zach Nastasiuk,R,2
0,0,0,0,0,49,San Jose,Baie-Comeau Drakkar [QMJHL],Gabryel Boudreau,L,2
2,0,11,26,2,50,Columbus,Swift Current Broncos [WHL],Dillon Heatherington,D,2
9,0,49,6,9,51,Chicago,Linkoping Jrs. (Sweden),Carl Dahlstrom,D,2
4,5,63,10,9,52,Buffalo,Kitchener Rangers [OHL],Justin Bailey,R,2
20,2,101,70,22,53,Washington,Kelowna Rockets [WHL],Madison Bowey,D,2
0,0,0,0,0,54,Dallas,Rimouski Oceanic [QMJHL],Philippe Desrosiers,G,2
39,41,221,60,80,55,Montreal,KalPa Kuopio [SM-liiga],Artturi Lehkonen,L,2
0,0,0,0,0,56,Edmonton,Blainville-Boisbriand Armada [QMJHL],Marco Roy,C,2
6,14,132,69,20,57,St. Louis,Cape Breton Screaming Eagles [QMJHL],William Carrier,L,2
43,28,128,75,71,58,Detroit,Guelph Storm [OHL],Tyler Bertuzzi,L,2
0,0,5,0,0,59,Winnipeg,Tri-City Americans [WHL],Eric Comrie,G,2
0,0,0,0,0,60,Boston,Djurgarden Jrs. (Sweden),Linus Arnesson,D,2
16,12,99,31,28,61,Washington,Middlesex Islanders [EJHL],Zach Sanford,L,2
0,0,0,0,0,62,Phoenix,Prince Edward Island Rocket [QMJHL],Yan-Pavel Laplante,C,3
0,0,3,0,0,63,Colorado,Mississauga Steelheads [OHL],Spencer Martin,G,3
0,0,0,0,0,64,Nashville,Victoriaville Tigres [QMJHL],Jonathan-Ismael Diaby,D,3
0,0,0,0,0,65,NY Rangers,Surrey Eagles [BCHL],Adam Tambellini,L,3
68,16,289,78,84,66,Carolina,U. of New Hampshire [H-East],Brett Pesce,D,3
0,0,0,0,0,67,Calgary,Victoria Royals [WHL],Keegan Kanzig,D,3
0,0,0,0,0,68,Dallas,Rogle (Sweden Jrs.),Niklas Hansson,D,3
3,7,47,20,10,69,Buffalo,Sudbury Wolves [OHL],Nick Baptiste,R,3
0,0,0,0,0,70,NY Islanders,Waterloo Black Hawks [USHL],Eamon McAdam,G,3
0,0,0,0,0,71,Montreal,Erie Otters [OHL],Connor Crisp,C,3
0,0,11,2,0,72,Philadelphia,Kelowna Rockets [WHL],Tyrell Goulbourne,L,3
0,0,0,0,0,73,New Jersey,Kingston Frontenacs [OHL],Ryan Kujawinski,C,3
14,8,113,85,22,74,Chicago,U.S. National Development Team [USHL],John Hayden,R,3
58,43,179,46,101,75,NY Rangers,Cherepovets Jrs. (Russia),Pavel Buchnevich,R,3
0,0,0,0,0,76,NY Islanders,Waterloo Black Hawks [USHL],Taylor Cammarata,C,3
79,78,204,78,157,77,Pittsburgh,Sioux City Musketeers [USHL],Jake Guentzel,L,3
0,0,4,0,0,78,Ottawa,Linkoping Jrs. (Sweden),Marcus Hogberg,G,3
48,40,235,64,88,79,Detroit,AIK [SEL],Mattias Janmark-Nylen,C,3
66,56,287,97,122,80,NY Rangers,Quebec Remparts [QMJHL],Anthony Duclair,L,3
3,2,38,98,5,81,Minnesota,Owen Sound Attack [OHL],Kurtis Gabriel,R,3
0,0,0,0,0,82,Toronto,Niagara IceDogs [OHL],Carter Verhaeghe,C,3
0,0,1,0,0,83,Edmonton,Nizhnekamsk Jrs. (Russia),Bogdan Yakimov,C,3
0,0,0,0,0,84,Winnipeg,Saginaw Spirit [OHL],Jimmy Lodge,C,3
0,0,0,0,0,85,Vancouver,Oshawa Generals [OHL],Cole Cassels,C,3
52,31,216,42,83,86,Montreal,Rouyn-Noranda Huskies [QMJHL],Sven Andrighetto,R,3
0,0,0,0,0,87,Anaheim,U.S. National Development Team [USHL],Keaton Thompson,D,3
13,10,102,14,23,88,Edmonton,Ufa Salavat Yulayev [KHL],Anton Slepyshev,L,3
53,44,197,23,97,89,Columbus,Portland Winterhawks [WHL],Oliver Bjorkstrand,R,3
5,5,37,8,10,90,Boston,Lulea Jrs. (Sweden),Peter Cehlarik,L,3
1,0,9,5,1,91,Winnipeg,Kamloops Blazers [WHL],JC Lipon,R,3
0,0,0,0,0,92,Florida,Wichita Falls Wildcats [NAHL],Evan Cowley,G,4
0,0,0,0,0,93,Colorado,Vancouver Giants [WHL],Mason Geertsen,D,4
0,0,0,0,0,94,Edmonton,Vancouver Giants [WHL],Jackson Houck,R,4
0,0,0,0,0,95,Nashville,Baie-Comeau Drakkar [QMJHL],Felix Girard,C,4
0,0,0,0,0,96,Edmonton,London Knights [OHL],Kyle Platzer,C,4
0,0,0,0,0,97,Florida,Dubuque Fighting Saints [USHL],Michael Downing,D,4
0,0,0,0,0,98,Florida,St. Michael's Buzzers [OJHL],Matt Buckles,C,4
4,0,79,0,4,99,Nashville,HPK Jrs. (Finland),Juuse Saros,G,4
36,37,200,261,73,100,New Jersey,Nobles (Mass. H.S.),Miles Wood,L,4
4,4,56,10,8,101,Dallas,Brampton Battalion [OHL],Nick Paul,L,4
2,0,6,4,2,102,Ottawa,Djurgarden Jrs. (Sweden),Tobias Lindberg,R,4
0,0,2,0,0,103,Los Angeles,Guelph Storm [OHL],Justin Auger,R,4
48,36,293,44,84,104,Winnipeg,U. of Michigan [CCHA],Andrew Copp,C,4
0,0,0,0,0,105,Columbus,Saginaw Spirit [OHL],Nick Moutrey,C,4
0,0,0,0,0,106,NY Islanders,Minnesota State U - Mankato [WCHA],Stephon Williams,G,4
0,0,0,0,0,107,Minnesota,Shawinigan Cataractes [QMJHL],Dylan Labbe,D,4
6,1,103,79,7,108,Ottawa,Guelph Storm [OHL],Ben Harpur,D,4
0,0,0,0,0,109,Detroit,West Kelowna Warriors [BCHL],David Pope,L,4
2,3,26,2,5,110,NY Rangers,Prince Edward Island Rocket [QMJHL],Ryan Graves,D,4
0,0,0,0,0,111,Chicago,Djurgarden Jrs. (Sweden),Robin Norell,D,4
0,0,0,0,0,112,St. Louis,Prince George Cougars [WHL],Zach Pochiro,C,4
0,0,0,0,0,113,Edmonton,Victory Honda Midget (MWEHL),Aidan Muir,L,4
0,0,0,0,0,114,Winnipeg,Rimouski Oceanic [QMJHL],Jan Kostalek,D,4
0,0,0,0,0,115,Vancouver,Belleville Bulls [OHL],Jordan Subban,D,4
0,0,0,0,0,116,Montreal,Gatineau Olympiques [QMJHL],Martin Reway,L,4
0,0,0,0,0,117,San Jose,Frolunda Jrs. (Sweden),Fredrik Bergvik,G,4
2,1,22,8,3,118,Los Angeles,U.S. National Development Team [USHL],Hudson Fasching,R,4
0,0,0,0,0,119,Pittsburgh,Salisbury (Conn. H.S.),Ryan Segalla,D,4
0,0,0,0,0,120,Boston,Valley Jr. Warriors [EJHL],Ryan Fitzgerald,L,4
12,18,153,30,30,121,Chicago,U.S. National Development Team [USHL],Tyler Motte,C,4
0,0,0,0,0,122,Florida,Blainville-Boisbriand Armada [QMJHL],Christopher Clapperton,L,5
65,9,159,26,74,123,Colorado,U.S. National Development Team [USHL],Will Butcher,D,5
0,0,3,0,0,124,Tampa Bay,Riga Jrs. (Russia),Kristers Gudlevskis,G,5
4,4,34,20,8,125,Nashville,Karpat Jrs. (Finland),Saku Maenalanen,R,5
0,0,0,0,0,126,Carolina,Kitchener Rangers [OHL],Brent Pedersen,L,5
1,1,24,0,2,127,Winnipeg,Omaha Lancers [USHL],Tucker Poolman,D,5
0,0,0,0,0,128,Edmonton,Langley Rivermen [BCHL],Evan Campbell,L,5
0,0,11,0,0,129,Buffalo,Waterloo Black Hawks [USHL],Cal Petersen,G,5
0,0,0,0,0,130,Buffalo,Modo Jrs. (Sweden),Gustav Possler,R,5
0,0,0,0,0,131,Dallas,Kamloops Blazers [WHL],Cole Ully,L,5
0,0,0,0,0,132,Philadelphia,Holderness (N.H. H.S.),Terrance Amorosa,D,5
1,0,19,15,1,133,Phoenix,U.S. National Development Team [USHL],Connor Clifton,D,5
1,0,15,8,1,134,Chicago,Lincoln Stars [USHL],Luke Johnson,C,5
0,0,0,0,0,135,Calgary,Brandon Wheat Kings [WHL],Eric Roy,D,5
0,0,0,0,0,136,NY Islanders,Linkoping Jrs. (Sweden),Viktor Crus-Rydberg,C,5
0,0,3,2,0,137,Minnesota,Spruce Grove Saints [AJHL],Carson Soucy,D,5
0,0,0,0,0,138,Ottawa,Val d'Or Foreurs [QMJHL],Vincent Dunn,C,5
0,0,0,0,0,139,Detroit,Kelowna Rockets [WHL],Mitch Wheaton,D,5
0,0,0,0,0,140,Nashville,Burnsville (Minn. H.S.),Teemu Kivihalme,D,5
0,0,0,0,0,141,San Jose,Muskegon Lumberjacks [USHL],Michael Brodzinski,D,5
0,0,0,0,0,142,Toronto,Zug Jrs. (Switzerland),Fabrice Herzog,R,5
0,0,0,0,0,143,Buffalo,South Kent (Conn. H.S.),Anthony Florentino,D,5
0,0,0,0,0,144,Washington,Sioux City Musketeers [USHL],Blake Heinrich,D,5
0,0,0,0,0,145,Vancouver,Rogle Jrs. (Sweden),Anton Cederholm,D,5
0,0,0,0,0,146,Los Angeles,Red Deer Rebels [WHL],Patrik Bartosak,G,5
0,0,0,0,0,147,Anaheim,Benilde-St. Margarets (Minn. H.S.),Grant Besse,L,5
5,6,54,10,11,148,Los Angeles,St. Cloud State [WCHA],Jonny Brodzinski,L,5
0,0,0,0,0,149,Dallas,Farjestad Jrs. (Sweden),Matej Paulovic,R,5
0,0,0,0,0,150,Boston,Hotchkiss (Conn. H.S.),Wiley Sherman,D,5
0,0,0,0,0,151,San Jose,U.S. National Development Team [USHL],Gage Ausmus,D,5
1,1,37,28,2,152,Florida,Oshawa Generals [OHL],Josh Brown,D,6
0,0,0,0,0,153,Colorado,Muskegon Lumberjacks [USHL],Ben Storm,D,6
0,0,0,0,0,154,Tampa Bay,Kingston Frontenacs [OHL],Henri Ikonen,L,6
0,0,0,0,0,155,Nashville,Timra Jrs. (Sweden),Emil Pettersson,C,6
